State,Suburb,Postgraduate Degree Level,Graduate Diploma and Graduate Certificate Level,Bachelor Degree Level,Advanced Diploma and Diploma Level,Certificate III & IV Level,Secondary Education - Years 10 and above,Certificate I & II Level,Secondary Education - Years 9 and below,Supplementary Codes,Not stated,Not applicable,Total
NSW,Enmore (Inner West - NSW),423,129,1019,303,274,666,0,114,113,393,445,3879
NSW,Enngonia,0,0,4,7,8,36,0,17,6,29,43,147
NSW,Environa,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Epping (NSW),3082,512,5762,1780,1114,5044,5,748,705,907,4030,23691
NSW,Eraring,8,5,30,21,44,38,0,17,11,11,40,215
NSW,Eremerang,0,0,0,0,5,6,0,0,0,0,4,16
NSW,Erigolia,0,0,6,7,0,4,0,8,3,5,19,51
NSW,Erin Vale,0,0,7,0,7,24,0,0,0,3,13,55
NSW,Erina,118,38,469,372,624,1266,4,437,160,709,580,4780
NSW,Erina Heights,16,9,58,46,60,78,0,22,9,22,102,425
NSW,Ermington,514,108,1442,846,1154,2741,9,659,402,680,2180,10738
NSW,Erowal Bay,15,12,42,49,144,137,0,65,16,48,96,625
NSW,Errowanbang,0,0,0,4,12,11,0,0,4,0,8,40
NSW,Erskine Park,123,45,543,441,1118,2051,0,380,174,313,1244,6440
NSW,Erskineville,1076,248,2336,644,503,1296,0,133,158,724,885,8014
NSW,Erudgere,0,0,9,13,22,19,0,7,4,13,17,111
NSW,Eschol Park,47,20,166,200,475,768,0,181,81,112,533,2582
NSW,Esk (NSW),0,0,0,0,0,0,0,0,0,0,0,0
NSW,Essington,0,6,6,3,17,23,0,5,0,15,11,90
NSW,Estella,101,23,309,158,344,553,0,130,51,160,441,2269
NSW,Ettalong Beach,78,47,335,327,771,1367,5,505,169,561,632,4793
NSW,Ettamogah,0,0,6,6,8,12,0,4,0,0,12,45
NSW,Ettrema,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Ettrick (NSW),0,6,10,7,20,46,0,6,6,10,30,134
NSW,Euabalong,0,0,7,11,24,56,0,31,0,14,51,187
NSW,Euabalong West,0,0,0,0,9,16,0,11,0,5,21,64
NSW,Euberta,0,0,24,14,19,25,0,12,0,14,24,138
NSW,Euchareena,0,0,12,12,21,46,0,16,5,34,51,197
NSW,Eucumbene,0,0,0,0,0,0,0,0,0,0,0,10
NSW,Eugowra,3,6,42,45,130,230,4,92,30,76,120,781
NSW,Eulah Creek,0,0,3,3,10,20,0,10,3,10,16,77
NSW,Eumungerie,0,0,22,13,61,82,0,23,7,53,38,305
NSW,Eunanoreenya,3,4,19,8,20,39,0,14,0,15,38,172
NSW,Eungai Creek,4,0,28,30,89,90,4,35,15,34,93,428
NSW,Eungai Rail,0,0,9,11,23,68,0,27,8,31,43,225
NSW,Eungella (NSW),5,7,37,28,53,62,0,22,13,48,73,338
NSW,Eureka (NSW),13,11,51,35,44,72,0,14,8,31,69,343
NSW,Eurimbla,0,0,4,3,8,8,0,0,0,7,13,35
NSW,Eurobodalla,3,0,6,6,23,15,0,14,0,11,14,92
NSW,Euroka,5,7,30,20,63,89,0,26,12,30,75,354
NSW,Euroley,0,0,6,3,11,12,0,6,0,8,19,75
NSW,Eurongilly,3,0,20,6,15,25,0,6,3,6,44,123
NSW,Eurunderee,4,8,37,10,22,35,0,0,4,17,31,163
NSW,Euston,4,6,38,24,89,231,0,90,14,137,211,839
NSW,Evans Head,46,26,201,183,491,756,3,313,72,331,433,2847
NSW,Evans Plains,5,7,16,13,26,34,0,8,9,14,38,162
NSW,Eveleigh,44,12,121,52,58,112,0,42,24,90,113,666
NSW,Eviron,0,3,9,15,41,49,0,11,6,23,30,192
NSW,Ewingar,5,0,5,9,13,21,0,3,0,7,0,66
NSW,Ewingsdale,22,10,118,70,101,175,0,28,23,128,147,823
NSW,Exeter (NSW),47,25,168,118,117,199,0,28,31,62,154,948
NSW,Failford,4,4,29,36,105,144,0,63,15,48,68,518
NSW,Fairfield (NSW),309,77,1361,1078,1314,5315,19,2409,1481,1272,3446,18081
NSW,Fairfield East,56,14,359,255,367,1671,6,563,330,544,1108,5271
NSW,Fairfield Heights,91,39,496,463,541,2217,3,997,540,551,1577,7517
NSW,Fairfield West,150,47,727,628,1073,3747,8,1419,767,703,2302,11571
NSW,Fairholme,0,0,6,0,3,3,0,0,0,0,5,21
NSW,Fairlight,570,177,1481,526,390,1028,0,127,157,357,1030,5841
NSW,Fairy Hill,3,0,24,28,52,106,0,50,12,36,75,384
NSW,Fairy Meadow,362,85,881,529,1104,1848,12,622,258,550,1154,7406
NSW,Falbrook,0,0,0,0,0,9,0,3,0,4,4,27
NSW,Falconer,0,0,5,6,9,3,0,0,0,3,14,50
NSW,Falls Creek (NSW),11,9,54,63,203,244,0,80,24,104,134,934
NSW,Far Meadow,7,0,31,21,40,37,0,9,15,30,25,214
NSW,Fargunyah,0,0,0,4,4,4,0,0,0,0,3,16
NSW,Farley,3,0,19,11,41,58,0,23,0,18,34,216
NSW,Farmborough Heights,138,70,476,389,734,933,4,233,116,286,819,4198
NSW,Farnham,0,0,0,4,7,8,0,0,0,3,0,27
NSW,Farrants Hill,3,10,15,10,14,22,0,6,5,11,19,121
NSW,Farringdon,0,0,0,0,0,4,0,0,0,3,0,14
NSW,Fassifern (NSW),14,3,47,33,130,156,0,68,17,53,79,597
NSW,Faulconbridge,211,119,592,347,559,911,0,167,112,166,834,4026
NSW,Faulkland,0,0,7,10,21,18,0,6,6,5,11,81
NSW,Fawcetts Plain,0,0,11,6,36,37,0,11,0,20,32,152
NSW,Federal (NSW),41,22,98,62,90,123,0,13,21,99,125,691
NSW,Fennell Bay,30,20,119,112,327,430,0,172,42,134,238,1613
NSW,Fern Bay,63,22,245,189,464,671,8,331,93,249,421,2762
NSW,Fern Gully,0,3,4,0,17,13,0,0,0,18,3,64
NSW,Fernances,0,0,0,0,0,0,0,0,0,5,0,13
NSW,Fernances Crossing,5,0,3,0,4,7,0,4,0,5,5,33
NSW,Fernbank Creek,8,0,13,12,24,31,0,14,0,9,26,132
NSW,Fernbrook,6,7,17,10,28,30,0,8,5,6,3,112
NSW,Fernhill,26,16,76,65,171,266,0,129,38,91,154,1024
NSW,Fernleigh,10,10,35,24,29,69,0,15,12,39,56,297
NSW,Fernmount,12,8,45,34,63,70,0,26,9,30,66,364
NSW,Fernside,0,0,3,3,10,15,0,0,5,0,13,50
NSW,Fernvale (NSW),0,4,24,17,49,74,0,15,4,22,52,262
NSW,Ferodale,0,0,5,3,22,18,0,8,0,4,13,84
NSW,Fiddletown,17,6,40,21,37,59,0,8,4,4,36,231
NSW,Fifield,0,0,5,8,12,41,0,14,0,17,28,127
NSW,Figtree,531,230,1431,949,1653,2558,7,885,419,615,2287,11564
NSW,Findon Creek,0,0,4,0,3,9,0,5,0,0,0,24
NSW,Fine Flower,0,0,0,0,4,10,0,5,5,0,8,26
NSW,Fingal Bay,26,19,97,122,309,381,0,127,75,284,171,1613
NSW,Fingal Head,9,4,70,52,67,138,0,40,15,81,113,592
NSW,Finley,19,15,154,122,374,687,7,298,69,345,438,2524
NSW,Firefly,7,4,20,17,46,71,0,31,8,28,44,270
NSW,Fishermans Bay,0,6,11,5,10,19,0,6,0,3,4,63
NSW,Fishermans Paradise,5,3,20,21,89,112,0,42,12,98,86,477
NSW,Fishermans Reach,0,0,9,8,26,40,0,28,7,20,16,159
NSW,Fishers Hill,0,0,4,0,6,13,0,8,0,0,7,34
NSW,Fishing Point,24,35,107,117,198,260,0,62,48,46,143,1042
NSW,Fitzgeralds Mount,0,0,5,3,9,5,0,0,0,6,19,54
NSW,Fitzgeralds Valley,0,0,0,0,0,0,0,0,0,0,3,9
NSW,Fitzroy Falls,11,3,41,21,19,34,0,10,9,23,48,222
NSW,Five Dock,587,196,1619,774,847,1843,0,679,362,705,1743,9359
NSW,Five Ways,0,0,0,0,3,14,0,0,0,8,3,30
NSW,Flat Tops,5,0,4,0,5,3,0,0,0,4,0,25
NSW,Fletcher (NSW),202,61,589,373,784,1131,0,212,109,188,1487,5132
NSW,Flinders (NSW),131,66,537,545,1218,1607,4,396,182,401,1589,6679
NSW,Floraville,34,19,214,153,308,453,0,112,61,74,428,1855
NSW,Forbes (NSW),74,67,488,442,1241,2210,12,967,213,1037,1686,8433
NSW,Forbes Creek,4,0,7,7,10,10,0,0,0,6,15,64
NSW,Forbes River,0,0,4,4,5,3,0,0,0,0,0,9
NSW,Forbesdale,0,3,6,13,28,52,0,12,4,11,40,177
NSW,Fords Bridge,0,0,0,5,3,9,0,8,0,11,10,48
NSW,Fordwich,0,0,10,4,10,17,0,5,5,11,21,92
NSW,Forest Glen (NSW),4,0,3,5,11,10,0,11,0,10,10,68
NSW,Forest Grove (NSW),9,4,15,11,14,14,0,5,6,10,17,106
NSW,Forest Hill (NSW),25,24,132,129,461,638,0,149,41,151,522,2274
NSW,Forest Land,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Forest Lodge,694,132,1385,314,203,861,0,64,83,375,482,4583
NSW,Forest Reefs,5,7,73,33,71,93,0,34,21,33,149,519
NSW,Forestville (NSW),525,169,1479,685,711,1803,3,395,275,393,1899,8333
NSW,Forresters Beach,96,52,354,269,469,652,3,143,85,201,577,2897
NSW,Forster (NSW),176,140,946,963,2248,3683,26,1516,468,1629,1936,13739
NSW,Fortis Creek,0,0,0,3,5,10,0,6,0,3,0,27
NSW,Fosters Valley,0,0,4,3,19,24,0,6,0,9,13,86
NSW,Fosterton,0,0,13,4,19,24,0,14,3,9,14,110
NSW,Fountaindale,20,13,96,63,121,173,0,39,24,45,121,703
NSW,Four Corners,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Four Mile Creek (NSW),0,0,0,0,0,5,0,0,0,0,7,12
NSW,Fowlers Gap,0,0,0,0,4,7,0,5,0,3,0,31
NSW,Foxground,9,3,30,10,30,23,0,9,0,18,15,151
NSW,Frazer Park,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Frazers Creek,0,0,27,17,35,39,0,14,4,10,33,183
NSW,Frederickton,8,8,40,66,224,376,4,224,36,137,265,1390
NSW,Freeburn Island,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Freemans,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Freemans Reach,26,20,134,148,372,504,0,189,52,114,405,1973
NSW,Freemans Waterhole,0,0,5,9,13,26,0,8,3,13,11,104
NSW,Freemantle,0,0,3,0,5,4,0,0,0,5,8,27
NSW,French Park,0,0,0,0,0,8,0,0,0,0,10,28
NSW,Frenchs Forest,796,234,2352,1290,1270,2901,4,488,445,514,3170,13476
NSW,Freshwater (NSW),595,191,1909,852,908,1541,0,242,221,567,1838,8862
NSW,Frog Rock,0,0,3,7,37,35,0,17,0,14,27,152
NSW,Frogmore,3,0,9,16,19,43,0,4,0,17,14,134
NSW,Frogs Hollow,0,3,4,7,27,23,0,9,5,9,25,112
NSW,Frying Pan,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Fullerton,0,0,4,3,4,12,0,11,0,7,7,49
NSW,Fullerton Cove,8,9,45,44,113,146,0,63,19,74,48,568
NSW,Furracabad,0,0,9,4,5,5,0,6,0,3,14,45
NSW,Gadara,0,0,0,0,9,8,0,0,0,3,13,41
NSW,Gala Vale,0,0,0,0,0,0,0,0,0,0,0,5
NSW,Galambine,3,0,5,7,3,13,0,4,0,7,18,64
NSW,Galong,8,3,17,15,34,40,0,26,9,27,48,226
NSW,Galore,0,0,8,7,9,28,0,18,3,4,24,98
NSW,Galston,135,54,440,308,454,679,0,187,121,166,596,3133
NSW,Ganbenang,0,0,5,10,12,21,0,12,5,11,8,91
NSW,Gangat,0,0,0,4,5,3,0,4,0,3,5,25
NSW,Ganmain,6,7,42,33,113,206,0,109,16,90,167,781
NSW,Garah,6,3,17,23,37,92,0,29,8,39,58,306
NSW,Garden Suburb,88,38,257,141,279,439,0,120,56,165,330,1911
NSW,Garema,0,0,10,4,19,24,0,11,4,6,21,102
NSW,Garland,0,0,3,9,16,15,0,0,0,4,13,57
NSW,Garland Valley,0,0,0,0,3,5,0,0,0,5,0,12
NSW,Garoo,4,0,9,10,19,25,0,4,3,14,19,105
NSW,Garra,0,0,4,8,11,22,0,11,6,12,20,98
NSW,Garthowen,6,3,8,12,22,43,0,17,6,8,22,153
NSW,Gateshead,21,5,109,141,511,880,3,452,85,254,679,3142
NSW,Gearys Flat,0,0,0,0,0,0,0,4,0,0,0,3
NSW,Geehi,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Gelston Park,0,8,20,7,19,38,0,4,5,10,22,122
NSW,Gemalla,0,4,5,0,0,4,0,0,0,0,4,13
NSW,Geneva,3,7,33,54,111,192,0,89,27,77,117,714
NSW,Georges Creek (NSW),0,0,0,0,4,6,0,0,3,0,0,14
NSW,Georges Hall,195,51,762,602,1049,2526,3,691,397,763,1999,9039
NSW,Georges Plains,3,5,20,18,42,44,0,10,8,51,44,249
NSW,Georgetown (NSW),67,31,286,133,304,506,0,124,43,113,350,1956
NSW,Georgica,16,8,28,18,41,51,0,7,9,30,25,223
NSW,Gerogery,8,5,52,42,115,107,0,44,12,46,130,563
NSW,Gerringong,146,92,533,371,569,764,0,229,123,396,744,3962
NSW,Gerroa,32,17,111,63,75,143,0,39,16,94,87,673
NSW,Geurie,12,8,43,62,149,152,6,57,24,81,166,752
NSW,Ghinni Ghi,0,0,4,0,9,10,0,8,0,7,0,37
NSW,Ghinni Ghinni,0,0,0,0,11,21,0,5,0,8,6,56
NSW,Ghoolendaadi,0,3,3,7,7,12,0,8,3,9,10,62
NSW,Giants Creek,0,0,3,0,15,17,0,10,0,9,15,86
NSW,Gibberagee,0,0,0,3,7,5,0,0,0,12,0,25
NSW,Gibraltar Range,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Gidginbung,0,0,4,6,6,15,0,3,4,4,14,69
NSW,Gidley,0,0,8,3,6,14,0,8,0,11,33,95
NSW,Gilead,0,4,18,28,41,91,0,26,15,186,3,415
NSW,Gilgai,3,3,25,27,143,185,0,77,15,101,131,718
NSW,Gilgandra,30,12,149,118,471,836,7,447,78,398,586,3129
NSW,Gilgooma,0,0,3,5,11,6,0,3,0,5,4,34
NSW,Gilgunnia,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Gillenbah,0,4,9,7,11,40,0,9,3,36,17,141
NSW,Gilletts Ridge,0,0,0,0,9,11,0,3,0,0,3,25
NSW,Gillieston Heights,47,21,201,198,634,751,4,223,74,180,817,3152
NSW,Gilmandyke,0,0,0,0,4,0,0,5,3,0,4,18
NSW,Gilmore (NSW),0,0,10,12,44,37,0,17,8,10,38,177
NSW,Gin Gin (NSW),0,0,13,9,9,15,0,8,3,17,34,112
NSW,Gineroi,0,0,10,8,4,14,0,6,0,8,14,61
NSW,Ginghi,0,0,0,0,0,5,0,0,0,0,0,11
NSW,Gingkin,0,0,3,4,15,19,0,9,0,6,8,77
NSW,Girards Hill,43,41,179,101,191,310,0,93,30,120,219,1323
NSW,Girilambone,0,0,3,5,16,25,0,13,0,12,24,103
NSW,Giro,0,0,0,0,0,0,0,0,0,0,0,3
NSW,Girral,0,0,0,0,11,20,0,6,0,3,11,54
NSW,Girralong,0,0,7,5,9,12,0,5,0,7,5,43
NSW,Girraween (NSW),534,77,865,356,376,1131,0,381,168,305,1389,5587
NSW,Girvan,0,0,10,8,33,48,0,19,7,8,19,159
NSW,Gladesville,902,240,2357,1058,980,2351,3,623,405,727,2172,11826
NSW,Gladstone (NSW),6,0,21,17,56,93,0,63,14,48,62,375
NSW,Glanmire (NSW),5,0,11,12,32,38,0,7,9,15,23,154
NSW,Glebe (NSW),1440,274,2854,776,633,2375,14,429,276,1399,1067,11534
NSW,Gledswood Hills,0,0,0,0,5,9,0,0,3,0,3,24
NSW,Glen Alice,0,3,0,3,4,8,0,8,0,17,11,52
NSW,Glen Allen,0,0,0,6,4,0,0,0,0,0,0,16
NSW,Glen Alpine,162,72,536,420,646,1293,0,233,185,212,795,4558
NSW,Glen Davis,4,0,4,6,23,23,0,5,3,18,27,117
NSW,Glen Elgin,0,0,6,3,0,9,0,0,5,181,9,217
NSW,Glen Fergus,0,0,0,0,0,0,0,0,0,0,0,9
NSW,Glen Innes,65,42,341,361,883,1596,8,762,188,767,1138,6157
NSW,Glen Martin,4,0,21,12,28,29,0,13,6,10,41,172
NSW,Glen Nevis,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Glen Oak,5,3,22,26,84,69,0,23,9,44,63,347
NSW,Glen Ward,0,0,0,0,0,5,0,3,0,0,0,6
NSW,Glen William,3,0,11,12,21,30,0,8,8,6,25,126
NSW,Glenbawn,0,0,11,11,20,11,0,5,0,9,17,76
NSW,Glenbrook,328,142,895,473,628,1029,0,181,142,245,985,5049
NSW,Glencoe (NSW),3,3,12,8,26,42,0,23,9,29,34,194
NSW,Glendale (NSW),37,23,241,189,601,812,3,320,79,194,590,3099
NSW,Glendenning,181,46,628,387,523,1395,3,244,145,219,1358,5125
NSW,Glendon,0,0,12,7,25,21,0,7,0,14,24,118
NSW,Glendon Brook,0,0,13,13,55,67,0,20,4,22,58,263
NSW,Glenelg (NSW),0,0,5,7,4,7,0,0,3,5,6,32
NSW,Glenellen,0,0,11,8,31,30,0,12,5,12,18,123
NSW,Glenfield (NSW),694,97,1281,683,943,2208,4,504,274,850,2095,9637
NSW,Glenfield Park,61,38,378,300,959,1435,0,366,131,386,1172,5229
NSW,Glengarrie,4,0,5,10,21,43,0,19,4,37,11,144
NSW,Glenhaven,312,131,1138,682,671,1539,4,277,228,329,1194,6507
NSW,Gleniffer,17,12,66,41,61,67,0,19,5,30,53,376
NSW,Glenmore (NSW),4,0,11,9,29,22,0,10,5,8,25,119
NSW,Glenmore Park,645,255,2209,1914,3386,6291,8,1138,569,963,5632,23002
NSW,Glennies Creek,0,0,4,0,4,16,0,5,0,0,8,38
NSW,Glenning Valley,48,28,208,171,346,517,3,116,65,110,410,2016
NSW,Glenorie,116,40,430,249,512,861,0,215,122,272,690,3497
NSW,Glenquarry,6,0,40,10,24,47,0,18,3,14,52,222
NSW,Glenreagh,4,7,44,48,163,213,4,99,23,95,195,898
NSW,Glenridding,0,0,7,10,49,82,0,42,8,28,35,258
NSW,Glenrock (NSW),0,0,4,0,11,12,0,4,0,4,9,35
NSW,Glenroy (Albury - NSW),53,62,320,242,606,880,3,269,78,202,571,3288
NSW,Glenroy (Snowy Valleys - NSW),0,3,6,5,10,21,0,8,3,6,11,72
NSW,Glenthorne,0,0,13,23,40,48,0,25,7,38,30,237
NSW,Glenugie,3,0,8,17,27,49,0,29,9,33,33,207
NSW,Glenwood (NSW),1171,196,2809,1252,1346,3976,5,640,485,505,3749,16128
NSW,Glenworth Valley,0,0,0,0,0,0,0,0,0,4,5,5
NSW,Glossodia,33,30,160,186,656,649,4,177,76,179,681,2829
NSW,Gloucester,18,24,169,186,471,755,4,443,101,291,516,2979
NSW,Gloucester Tops,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Goat Island,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Gobarralong,0,0,3,4,14,8,0,4,0,4,11,51
NSW,Gobbagombalin,14,0,61,42,102,97,0,8,11,28,108,472
NSW,Gocup,0,0,15,8,29,34,0,10,0,15,35,146
NSW,Godfreys Creek,0,0,9,8,18,17,0,7,0,5,12,79
NSW,Gogeldrie,0,0,8,3,18,27,0,4,5,5,17,87
NSW,Gol Gol,23,24,117,108,257,361,0,116,35,104,381,1525
NSW,Gollan,0,4,14,10,15,16,0,13,7,25,29,126
NSW,Golspie,0,0,9,0,14,16,0,7,0,3,7,63
NSW,Gongolgon,0,0,0,0,5,14,0,4,0,0,4,38
NSW,Gonn,0,0,0,0,5,14,0,7,0,8,3,43
NSW,Goobarragandra,3,0,10,3,13,17,0,0,4,8,7,70
NSW,Good Forest,0,0,5,0,0,10,0,5,0,8,4,36
NSW,Good Hope,4,3,13,8,26,27,0,8,3,21,44,167
NSW,Goodnight,0,0,6,6,13,22,0,21,4,11,12,97
NSW,Goodooga,0,0,14,8,27,77,0,34,0,27,59,243
NSW,Goodwood Island,0,3,3,4,7,10,0,18,0,9,9,67
NSW,Googong,124,59,373,266,347,535,0,82,40,192,681,2689
NSW,Goolgowi,3,0,19,19,61,125,0,48,8,36,86,400
NSW,Goolhi,0,0,7,5,8,25,0,6,0,15,16,88
NSW,Goolma,0,0,5,8,12,36,0,15,0,14,16,105
NSW,Goolmangar,0,3,18,11,36,46,0,17,3,14,41,190
NSW,Gooloogong,0,0,19,25,58,103,0,58,10,36,82,397
NSW,Goombargana,0,0,3,0,5,13,0,0,3,5,12,51
NSW,Goonellabah,217,157,1233,791,2095,3304,14,1098,382,1183,2429,12900
NSW,Goonengerry,15,9,59,38,45,80,0,11,11,38,60,365
NSW,Goonoo Forest,0,0,0,0,0,0,0,0,0,4,0,11
NSW,Goonoo Goonoo,0,0,14,0,8,15,0,5,0,9,11,61
NSW,Goonumbla,3,0,12,8,18,32,0,10,0,5,21,111
NSW,Goorangoola,0,0,0,3,8,13,0,6,0,6,3,52
NSW,Goorianawa,0,0,3,4,0,8,0,5,0,0,9,24
NSW,Gordon (NSW),989,167,2059,486,244,1413,0,214,197,502,1385,7666
NSW,Gorge Creek,0,0,0,0,0,3,0,0,0,5,0,14
NSW,Gormans Hill,8,13,53,36,114,173,4,84,19,148,128,785
NSW,Gorokan,63,55,355,449,1460,2362,10,932,232,941,1513,8370
NSW,Gosford,156,37,556,274,483,914,6,182,106,398,389,3500
NSW,Gosforth,0,0,9,3,15,16,0,9,3,10,18,78
NSW,Gostwyck,0,0,6,0,0,12,0,5,0,0,0,22
NSW,Goulburn,349,241,1377,1524,3560,5744,25,2042,631,2858,4062,22416
NSW,Gouldsville,0,0,0,0,0,0,0,0,0,3,0,10
NSW,Gowan,0,0,0,6,12,5,0,0,0,5,4,29
NSW,Gowang,0,0,0,0,4,8,0,0,0,3,3,24
NSW,Gowrie (Singleton - NSW),8,4,23,18,72,84,0,28,3,8,74,324
NSW,Gowrie (Tamworth Regional - NSW),4,5,11,4,14,16,0,0,4,8,24,96
NSW,Grabben Gullen,3,0,6,17,49,46,0,19,11,57,39,251
NSW,Gradys Creek,5,0,6,3,10,9,0,4,0,9,5,47
NSW,Grafton,104,105,661,576,1659,2688,15,1061,289,1369,1885,10412
NSW,Gragin,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Grahamstown,0,0,5,5,9,22,0,7,0,7,9,58
NSW,Graman,0,4,10,9,14,20,0,12,0,22,24,103
NSW,Grants Beach,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Granville (NSW),977,128,2133,1129,1024,3983,16,1023,720,1332,2872,15329
NSW,Grasmere,37,29,171,137,293,466,0,178,67,346,246,1963
NSW,Grassy Head,4,0,11,4,18,21,0,0,0,13,11,81
NSW,Grattai,0,7,29,23,61,72,0,34,12,26,61,326
NSW,Gravesend,0,0,27,17,37,96,0,28,6,41,70,321
NSW,Grays Point,176,78,486,298,468,679,0,104,85,121,627,3126
NSW,Great Mackerel Beach,4,0,11,0,0,4,0,0,3,0,0,38
NSW,Great Marlow,0,0,19,15,34,43,0,18,5,10,40,186
NSW,Green Cape,0,0,0,0,0,0,0,0,0,0,0,0
NSW,Green Creek,0,0,0,0,0,0,0,0,0,0,0,13
NSW,Green Forest,0,0,0,0,0,0,0,0,0,0,0,4
NSW,Green Gully (NSW),0,0,3,4,8,3,0,5,4,7,6,31
NSW,Green Hills (Armidale Regional - NSW),0,0,0,0,3,9,0,0,0,3,0,22
NSW,Green Hills (Snowy Valleys - NSW),0,0,0,0,0,0,0,0,0,0,0,0
NSW,Green Pigeon,6,0,17,12,31,40,0,11,3,19,21,162
NSW,Green Point (Central Coast - NSW),155,107,683,576,961,1697,8,440,197,476,1117,6406
NSW,Green Point (Gosford - NSW),0,0,0,0,0,10,0,9,0,139,0,170
NSW,Green Point (Mid-Coast - NSW),6,16,45,40,110,142,0,34,12,44,74,531
NSW,Green Valley (NSW),150,63,984,800,1222,4092,9,1101,715,741,2635,12514
NSW,Greenacre,635,150,2050,1441,2059,7111,7,1961,1112,1924,5923,24371
NSW,Greendale (Bega Valley - NSW),0,4,10,7,9,22,0,7,3,6,9,81
NSW,Greendale (Liverpool - NSW),6,4,29,10,42,79,0,36,10,48,76,345
NSW,Greenethorpe,0,0,18,19,28,52,0,24,0,49,44,239
NSW,Greenfield Park,64,21,431,343,424,1625,5,588,346,232,989,5088
NSW,Greengrove,5,0,3,0,0,3,0,0,0,5,8,20
NSW,Greenhill (NSW),5,8,27,30,89,190,3,96,18,102,168,738
NSW,Greenhills Beach,48,11,121,72,90,168,0,31,24,24,207,793
NSW,Greenlands (Singleton - NSW),3,0,3,6,12,17,0,10,9,5,15,79
NSW,Greenlands (Snowy Monaro Regional - NSW),0,0,0,0,8,0,0,0,0,5,4,19
NSW,Greenleigh,59,21,120,53,76,179,0,26,12,35,97,684
NSW,Greenridge,0,0,5,0,21,36,0,12,4,18,52,151
NSW,Greenwell Point,11,14,64,75,249,323,0,178,33,143,118,1212
NSW,Greenwich,743,150,1591,411,235,904,0,133,133,377,932,5615
NSW,Greenwich Park,4,0,4,14,17,29,0,10,3,12,20,115
NSW,Greg Greg,0,0,5,9,6,10,0,0,0,7,4,40
NSW,Gregadoo,3,4,33,22,30,61,0,13,5,14,53,243
NSW,Gregory Hills,146,41,555,425,718,1179,3,188,102,311,1312,4987
NSW,Greigs Flat,0,3,13,9,34,39,0,3,3,7,36,151
NSW,Grenfell,19,19,146,123,400,770,0,332,66,299,405,2569
NSW,Gresford,3,0,7,15,33,64,0,27,7,32,39,244
NSW,Greta (NSW),12,11,100,112,601,716,0,296,72,188,715,2829
NSW,Greta Main,0,0,0,6,24,11,0,0,4,6,4,67
NSW,Grevillia,0,0,4,3,15,23,0,10,4,14,10,76
NSW,Greystanes,593,193,2283,1605,2922,6339,18,1834,865,1441,4713,22803
NSW,Griffith (NSW),239,155,1220,885,2465,4785,12,1880,623,2154,3774,18197
NSW,Grogan,0,0,9,7,13,32,0,3,0,8,29,88
NSW,Grong Grong,0,0,13,13,41,75,0,19,3,36,56,250
NSW,Grose Vale,43,17,151,114,247,280,0,68,35,68,237,1261
NSW,Grose Wold,13,14,43,55,110,173,0,40,14,54,110,636
NSW,Grosses Plain,0,0,7,0,3,5,0,0,0,0,7,35
NSW,Growee,0,0,0,0,0,0,0,0,0,5,3,10
NSW,Guerilla Bay,11,3,12,4,0,6,0,0,0,3,8,52
NSW,Guildford (NSW),579,104,1842,1413,1873,6282,17,1976,1135,1854,5257,22327
NSW,Guildford West,84,20,364,307,519,1473,4,413,242,335,1157,4916
NSW,Gulargambone,4,5,19,16,56,167,0,76,12,116,124,589
NSW,Gulf Creek,0,0,0,4,4,8,0,11,0,13,16,54
NSW,Gulgong,15,13,109,116,417,638,6,284,56,329,559,2523
NSW,Gulmarrad,17,22,105,110,369,427,3,113,59,143,326,1693
NSW,Gum Flat,0,3,15,5,33,68,0,9,10,26,42,209
NSW,Gum Scrub,3,0,4,9,26,28,0,12,3,16,20,120
NSW,Gumbalie,0,0,0,0,0,6,0,0,0,0,0,6
NSW,Gumble,0,0,5,0,8,14,0,5,4,13,8,52
NSW,Gumly Gumly,0,4,9,13,67,77,0,34,3,40,60,309
NSW,Gumma,3,5,24,29,99,110,0,44,15,31,84,459
NSW,Gunbar,0,0,6,4,4,14,0,7,4,8,9,50
NSW,Gundagai,18,11,96,89,257,456,0,232,31,204,294,1677
NSW,Gundamulda,0,0,5,0,0,0,0,0,0,0,6,17
NSW,Gundaroo,98,48,185,105,135,188,5,29,15,69,274,1144
NSW,Gundary,5,5,23,27,45,53,0,12,10,17,59,273
NSW,Gunderbooka,0,0,0,0,0,3,0,7,0,0,4,13
