State,Suburb,Postgraduate Degree Level,Graduate Diploma and Graduate Certificate Level,Bachelor Degree Level,Advanced Diploma and Diploma Level,Certificate III & IV Level,Secondary Education - Years 10 and above,Certificate I & II Level,Secondary Education - Years 9 and below,Supplementary Codes,Not stated,Not applicable,Total
QLD,Wellesley Islands,8,6,46,20,80,296,0,101,19,212,347,1137
QLD,Wellington Point,359,243,1431,1188,1848,3481,4,531,294,543,2427,12350
QLD,Welsby,0,0,0,0,0,0,0,0,0,5,0,5
QLD,Wengenville,0,0,7,0,5,7,0,7,0,9,16,46
QLD,Wenlock,0,0,0,0,0,0,0,0,0,0,0,0
QLD,Weranga,0,0,3,8,23,36,3,27,0,59,51,209
QLD,Weribone,0,0,0,0,3,0,0,0,0,0,7,15
QLD,West End (Brisbane - Qld),1119,337,2302,600,574,1856,3,295,202,964,1222,9474
QLD,West End (Townsville - Qld),137,70,483,272,614,1109,0,223,84,461,605,4062
QLD,West Gladstone,77,50,407,214,860,1384,4,313,96,471,847,4728
QLD,West Haldon,0,0,4,0,9,20,0,8,0,12,5,63
QLD,West Ipswich,10,11,33,34,67,135,0,33,12,83,77,493
QLD,West Mackay,91,57,578,326,1065,1613,4,511,110,741,1115,6208
QLD,West Point,0,0,12,3,3,7,0,3,0,3,0,31
QLD,West Prairie,0,0,3,0,11,28,0,5,3,0,14,82
QLD,West Rockhampton,22,23,124,67,297,537,0,200,31,164,367,1827
QLD,West Stowe,4,0,21,15,57,65,0,15,6,60,70,316
QLD,West Wellesley Islands,0,0,0,0,0,0,0,0,0,0,0,0
QLD,West Woombye,16,13,101,73,182,251,0,53,39,102,179,1006
QLD,Westbrook (Qld),48,35,291,240,720,1006,0,173,66,220,1081,3885
QLD,Westcourt,65,49,368,257,471,1054,10,303,155,659,535,3924
QLD,Western Creek (Qld),0,0,0,0,0,3,0,0,0,3,0,14
QLD,Westgrove,0,0,0,0,0,0,0,0,0,0,0,0
QLD,Westlake,293,123,853,399,421,1093,0,129,98,156,803,4370
QLD,Westmar,0,0,4,0,3,19,0,6,0,8,23,63
QLD,Westvale,0,0,0,0,0,0,0,0,0,0,0,0
QLD,Westwood (Qld),0,0,0,9,26,56,0,28,3,21,33,173
QLD,Wetheron,0,0,5,3,5,12,0,7,0,11,8,47
QLD,Weyba Downs,7,6,40,31,51,76,0,13,9,17,45,297
QLD,Wharps,0,0,0,0,0,0,0,0,0,0,0,0
QLD,Wheatlands,0,0,4,6,11,24,0,21,6,6,8,88
QLD,Wheatvale,0,0,0,4,10,23,0,8,6,7,5,60
QLD,Whetstone,0,0,9,3,9,21,0,0,4,8,19,67
QLD,Whichello,0,0,0,3,4,8,0,3,0,0,7,25
QLD,White Mountain,0,0,0,5,4,0,0,0,0,8,0,21
QLD,White Patch,4,3,15,16,39,39,0,4,0,4,18,142
QLD,White Rock (Cairns - Qld),40,30,256,259,782,1280,4,274,133,624,1047,4729
QLD,White Rock (Ipswich - Qld),0,0,0,0,0,4,0,0,0,0,0,3
QLD,Whiteside,27,19,91,76,119,206,0,32,19,19,148,754
QLD,Whitfield (Qld),152,84,558,328,622,1058,0,172,103,331,861,4275
QLD,Whitsundays,28,11,239,284,325,438,0,13,47,731,155,2266
QLD,Whyanbeel,4,3,22,16,26,34,0,3,9,25,18,163
QLD,Widgee,8,4,37,47,122,260,0,77,25,87,130,799
QLD,Widgee Crossing North,0,0,0,0,7,0,0,4,0,6,0,21
QLD,Widgee Crossing South,0,0,0,0,11,8,0,5,0,4,4,36
QLD,Widgeegoara,0,0,3,7,10,6,0,3,0,3,12,38
QLD,Wieambilla,0,0,0,5,13,21,0,8,5,20,23,90
QLD,Wights Mountain,52,18,139,96,100,180,0,11,18,38,150,792
QLD,Wigton,0,0,0,0,0,3,0,0,0,0,0,10
QLD,Wildash,0,0,7,6,6,15,0,4,0,7,10,68
QLD,Wilkesdale,0,0,4,12,24,27,0,14,3,17,21,120
QLD,Willawong,0,5,11,11,31,63,0,15,8,19,16,179
QLD,Willow Vale (Qld),37,29,172,150,380,539,0,75,53,159,494,2097
QLD,Willowbank,5,10,57,85,267,354,5,131,39,110,252,1316
QLD,Willows,0,0,4,4,27,57,0,23,9,15,13,147
QLD,Willowvale (Qld),0,0,18,0,11,38,0,4,0,4,18,97
QLD,Wills,0,0,0,0,6,10,0,0,0,0,0,15
QLD,Wilson Beach,0,0,4,3,18,26,0,0,5,0,5,57
QLD,Wilson Valley,0,0,0,0,4,5,0,0,0,3,0,9
QLD,Wilsons Plains,4,0,0,7,11,10,0,0,0,8,8,51
QLD,Wilsons Pocket,0,0,22,8,20,55,0,16,5,29,36,195
QLD,Wilsonton,30,48,302,300,950,1807,6,694,131,531,1158,5959
QLD,Wilsonton Heights,18,12,117,144,395,834,0,261,71,250,579,2668
QLD,Wilston,327,150,975,231,295,784,0,114,60,191,808,3931
QLD,Winchester,0,0,0,0,0,4,0,0,0,3,0,5
QLD,Windaroo,31,36,206,223,514,860,5,132,78,145,597,2826
QLD,Windera (Qld),0,0,5,11,10,26,0,12,5,3,20,95
QLD,Windermere (Qld),0,4,13,12,25,57,0,15,0,7,47,178
QLD,Windeyer (Qld),0,0,0,0,3,11,0,4,0,0,4,20
QLD,Windorah,6,0,0,5,15,38,0,11,3,9,25,120
QLD,Windsor (Qld),485,231,1717,551,698,1540,5,174,100,466,1052,7007
QLD,Winfield,0,3,3,12,25,42,0,34,7,10,8,140
QLD,Winston,15,11,98,50,231,282,0,66,16,128,229,1136
QLD,Winton (Qld),13,13,54,42,129,262,0,98,23,106,148,874
QLD,Winwill,0,0,11,14,24,39,0,24,0,10,24,150
QLD,Winya,0,0,0,0,15,23,0,12,5,9,12,71
QLD,Wishart (Qld),565,251,1774,858,1069,2741,4,467,254,586,2131,10706
QLD,Withcott,33,18,171,136,348,509,0,95,27,107,395,1842
QLD,Witheren,21,10,37,50,83,97,0,23,14,89,74,490
QLD,Witta,37,33,140,135,195,303,0,59,34,90,172,1196
QLD,Wivenhoe Hill,0,0,3,0,0,4,0,0,0,0,3,11
QLD,Wivenhoe Pocket,5,7,18,22,95,120,0,36,16,34,86,444
QLD,Wiyarra,0,0,5,0,4,9,0,0,0,0,9,19
QLD,Woleebee,3,0,9,6,10,23,0,0,0,44,0,92
QLD,Wolfang,0,0,4,0,15,23,0,3,4,12,26,92
QLD,Wolffdene,0,3,15,19,59,94,0,18,9,17,52,291
QLD,Wolvi,6,9,23,34,84,112,0,36,7,62,89,468
QLD,Womalilla,0,0,4,0,9,10,0,9,0,4,3,43
QLD,Womblebank,0,0,0,0,0,3,0,0,0,8,3,16
QLD,Womina,3,0,13,10,37,68,0,12,6,18,55,233
QLD,Wonbah,0,0,5,5,15,32,0,12,3,19,10,99
QLD,Wonbah Forest,0,0,0,0,0,0,0,0,0,0,0,3
QLD,Wondai,16,19,94,100,273,544,4,243,39,298,349,1972
QLD,Wondalli,0,0,4,3,3,16,0,0,0,11,11,61
QLD,Wondecla,13,5,47,39,106,159,0,70,14,83,104,642
QLD,Wondunna,39,44,249,204,465,671,0,148,45,174,635,2677
QLD,Wonga Beach,14,11,50,47,182,247,0,77,24,119,211,977
QLD,Wongabel,4,0,9,10,44,71,0,25,4,17,45,226
QLD,Wongaling Beach,28,15,119,84,182,305,0,48,24,210,205,1245
QLD,Wongawallan,32,18,134,111,215,291,0,36,35,117,281,1272
QLD,Wonglepong,9,7,29,28,71,112,0,11,8,23,54,344
QLD,Woocoo,0,0,0,3,5,11,0,11,0,6,3,46
QLD,Woodbine (Qld),0,0,4,0,0,0,0,6,0,6,0,23
QLD,Woodbury (Qld),3,4,27,30,75,128,0,33,4,53,78,435
QLD,Woodend (Qld),32,25,147,101,197,353,0,83,27,99,236,1305
QLD,Wooderson,0,0,8,5,39,63,0,16,0,16,29,189
QLD,Woodford (Qld),12,20,98,169,428,741,3,236,50,1273,432,3459
QLD,Woodgate,10,11,67,100,215,370,3,110,21,165,98,1169
QLD,Woodhill (Qld),13,6,49,45,132,193,0,43,13,45,194,725
QLD,Woodlands (Qld),0,7,9,6,9,37,0,10,0,14,16,110
QLD,Woodleigh (Qld),0,0,0,0,0,3,0,0,0,0,0,3
QLD,Woodmillar,4,0,7,0,15,35,0,7,0,4,34,117
QLD,Woodridge (Qld),165,61,556,627,1445,3687,25,1277,597,1130,3010,12580
QLD,Woodstock (Qld),3,0,14,20,55,57,0,20,8,16,45,240
QLD,Woodwark,8,0,49,35,62,98,0,12,5,30,72,376
QLD,Woody Point,114,78,401,393,814,1191,7,322,129,353,624,4422
QLD,Woolein,0,0,0,0,0,5,0,0,0,0,0,8
QLD,Woolgar,0,0,0,0,3,0,0,0,0,0,0,6
QLD,Woolloongabba,460,148,1289,393,519,1342,0,168,132,622,552,5632
QLD,Woolmar,8,8,40,23,50,111,0,40,9,42,93,421
QLD,Woolmer,0,3,3,0,6,15,0,4,0,0,0,39
QLD,Woolooga,0,0,4,16,48,61,0,31,3,25,47,252
QLD,Woolooman,0,0,3,0,5,11,0,0,0,0,0,26
QLD,Wooloowin,257,104,891,324,357,902,0,161,84,267,595,3942
QLD,Woolshed,0,0,0,0,5,3,0,0,0,0,0,7
QLD,Woombye,67,54,277,254,558,856,0,188,67,209,701,3241
QLD,Woondum,0,6,4,5,17,17,0,9,3,3,19,77
QLD,Woongarra,5,8,40,23,92,174,0,45,14,42,94,549
QLD,Woongoolba,0,4,11,12,47,88,0,31,0,18,55,277
QLD,Woopen Creek,4,0,9,3,24,46,0,11,8,11,16,141
QLD,Woorabinda,3,4,20,23,54,306,7,85,9,134,324,960
QLD,Woorim,39,36,128,141,265,587,3,166,54,208,194,1832
QLD,Wooroolin,5,0,26,12,51,93,0,27,5,38,53,317
QLD,Wooroona,0,0,0,5,0,3,0,0,0,0,6,17
QLD,Wooroonden,0,0,0,3,5,20,0,6,0,8,12,55
QLD,Wooroonooran,0,0,0,0,0,0,0,0,0,0,0,0
QLD,Wootha,12,4,32,24,26,39,0,12,7,4,33,198
QLD,Woowoonga,0,0,4,4,20,29,0,10,3,13,13,89
QLD,Woree,42,31,274,274,761,1362,0,339,136,628,968,4821
QLD,Worongary,106,61,482,462,1028,1596,5,261,141,352,1125,5610
QLD,Wowan,0,0,5,12,16,73,0,35,10,32,35,221
QLD,Wrattens Forest,0,0,0,0,0,0,0,0,0,0,0,0
QLD,Wrights Creek (Qld),0,0,11,12,28,42,0,6,6,33,23,156
QLD,Wrotham,0,0,0,0,0,0,0,0,0,0,0,0
QLD,Wujal Wujal,0,0,3,4,33,92,3,41,8,25,67,281
QLD,Wulguru,45,41,282,236,760,1516,5,394,88,402,801,4572
QLD,Wulkuraka,14,3,59,73,207,345,0,61,35,87,359,1233
QLD,Wunjunga,0,0,0,0,3,0,0,4,0,0,0,13
QLD,Wura,0,0,0,0,7,7,0,0,0,0,6,16
QLD,Wurdong Heights,5,3,35,26,98,131,0,33,9,29,94,458
QLD,Wurtulla,96,107,523,405,1090,1639,5,347,139,400,1161,5910
QLD,Wuruma Dam,0,0,3,0,6,12,0,3,0,4,4,40
QLD,Wutul,0,0,0,0,5,14,0,8,0,0,3,33
QLD,Wyaga,0,0,5,11,15,27,0,3,0,8,25,92
QLD,Wyalla,0,0,0,0,4,5,0,9,0,3,11,32
QLD,Wyandra,0,0,0,7,11,42,0,8,0,17,12,94
QLD,Wyaralong,0,0,0,0,3,7,0,0,0,0,3,20
QLD,Wyberba,4,0,17,3,4,13,0,6,3,9,8,75
QLD,Wycarbah,0,0,0,4,9,19,0,4,0,4,5,48
QLD,Wychie,0,0,0,3,0,6,0,0,0,0,4,23
QLD,Wycombe,0,0,0,0,4,21,0,4,0,3,3,36
QLD,Wynnum,462,265,1588,1066,1791,3423,3,757,278,939,2337,12910
QLD,Wynnum West,243,162,1197,880,1842,3527,6,849,324,919,2353,12288
QLD,Wyreema,9,21,77,97,347,503,0,100,26,163,497,1835
QLD,Wyuna (Qld),0,0,4,3,5,14,0,0,0,3,11,41
QLD,Yaamba,0,0,5,0,11,17,0,9,0,13,10,62
QLD,Yabulu,0,4,19,32,153,208,0,70,6,94,110,696
QLD,Yagaburne,0,0,0,5,0,3,0,0,0,0,6,14
QLD,Yagoonya,0,0,0,3,0,9,0,5,0,5,5,23
QLD,Yalangur,0,0,9,0,9,20,0,9,0,8,13,64
QLD,Yalboroo,0,0,8,4,22,44,0,18,4,25,42,170
QLD,Yamanto,50,35,283,342,999,1404,5,270,86,234,1204,4905
QLD,Yandaran,0,0,26,17,96,117,0,63,12,41,95,463
QLD,Yandarlo,0,0,0,0,0,7,0,0,0,0,8,16
QLD,Yandilla,0,0,4,3,0,5,0,9,3,6,6,47
QLD,Yandina,33,26,169,155,443,645,5,175,52,240,437,2369
QLD,Yandina Creek,23,8,80,65,139,170,0,33,17,43,176,758
QLD,Yangan,0,0,22,19,60,139,0,29,5,39,66,385
QLD,Yargullen,0,0,0,0,5,11,0,0,0,3,0,24
QLD,Yaroomba,54,48,223,169,221,347,0,42,47,91,386,1624
QLD,Yarrabah,5,12,38,56,189,878,4,212,32,260,871,2560
QLD,Yarrabilba,34,18,202,244,613,911,0,99,73,254,1121,3578
QLD,Yarraden,0,0,0,0,3,3,0,0,0,0,0,14
QLD,Yarraman (Qld),8,0,24,47,165,290,0,171,20,171,168,1067
QLD,Yarranlea,0,0,0,7,16,29,0,11,3,3,16,90
QLD,Yarrol,0,0,0,0,0,0,0,3,0,0,0,10
QLD,Yarwun,0,0,6,3,18,45,0,11,4,15,22,117
QLD,Yatala,35,13,108,106,229,408,0,57,36,83,240,1316
QLD,Yeerongpilly,141,70,441,126,164,442,0,43,35,149,321,1934
QLD,Yelarbon,0,0,19,13,26,117,0,59,10,40,81,362
QLD,Yenda (Qld),0,0,0,4,0,6,0,0,0,0,3,18
QLD,Yengarie,0,4,34,29,94,117,0,31,16,46,95,462
QLD,Yeppoon,87,75,458,357,1012,1833,3,579,138,816,969,6329
QLD,Yeronga,559,212,1435,520,503,1428,4,208,129,636,909,6536
QLD,Yerra,0,0,6,11,15,18,0,17,5,12,14,102
QLD,Yimbun,0,0,0,0,4,11,0,4,0,6,6,32
QLD,Yorkeys Knob,62,46,301,232,490,669,0,115,86,364,393,2756
QLD,Yowah,0,4,7,3,20,61,0,19,7,10,11,141
QLD,Yugar,12,9,58,27,71,83,0,11,7,17,96,389
QLD,Yulabilla,0,0,3,6,9,7,0,0,0,7,15,44
QLD,Yuleba,0,0,7,9,30,51,0,40,0,23,43,207
QLD,Yuleba North,0,0,5,0,6,9,0,5,0,37,3,62
QLD,Yuleba South,0,0,0,0,4,7,0,3,0,0,0,20
QLD,Yungaburra,42,15,145,100,212,277,0,70,40,93,243,1234
QLD,Yuruga,0,0,10,4,13,33,0,0,0,5,15,76
QLD,Zillmere,263,99,1021,717,1261,2445,14,598,249,735,1562,8968
QLD,Zilzie,19,26,150,133,449,683,0,166,40,367,676,2710
QLD,No usual address (Qld),266,118,1148,781,1901,3335,18,900,374,2854,824,12515
QLD,Migratory - Offshore - Shipping (Qld),0,0,3,15,23,59,0,23,3,28,9,152
SA,Aberfoyle Park,285,174,1353,982,1830,3238,8,457,308,458,1943,11041
SA,Adelaide,1419,306,3518,1205,808,4477,3,284,351,2001,735,15113
SA,Adelaide Airport,0,0,0,0,0,0,0,0,0,0,0,0
SA,Agery,0,0,4,0,9,38,0,3,0,3,27,92
SA,Alawoona,0,0,0,0,5,8,0,15,0,0,3,36
SA,Albert Park (SA),25,25,151,107,263,522,0,145,66,121,303,1727
SA,Alberton (SA),44,37,194,153,270,580,0,139,58,96,245,1819
SA,Aldgate,277,136,716,304,250,655,0,98,85,152,684,3355
SA,Aldinga,21,26,70,45,82,144,0,29,13,38,103,570
SA,Aldinga Beach,112,114,590,731,1817,2894,17,541,266,915,2559,10558
SA,Alford,3,0,13,11,26,45,0,9,6,21,21,158
SA,Allenby Gardens,59,36,248,142,235,599,0,100,53,97,296,1865
SA,Allendale East,0,7,8,20,88,122,0,50,9,45,119,471
SA,Allendale North,4,4,13,14,18,37,0,8,4,13,34,148
SA,Alma (SA),3,0,5,6,11,19,0,0,0,10,21,77
SA,Altona (SA),0,3,4,17,21,30,0,5,4,32,24,133
SA,Amata,4,0,11,5,34,121,0,71,20,59,129,459
SA,American Beach,0,0,0,0,0,0,0,0,0,0,0,7
SA,American River,7,3,16,17,34,72,0,15,7,43,34,240
SA,Amyton,0,0,0,0,0,0,0,0,0,0,0,5
SA,Anama,0,0,0,0,0,0,0,0,0,6,5,14
SA,Anangu Pitjantjatjara Yankunytjatjara,10,3,14,8,14,42,0,19,19,66,40,226
SA,Andamooka,0,0,8,17,57,101,0,35,3,47,41,311
SA,Andamooka Station,0,0,0,0,0,3,0,5,0,0,0,5
SA,Andrews,0,0,0,4,4,14,0,5,3,0,11,40
SA,Andrews Farm,47,35,271,378,1284,2461,17,420,189,501,2449,8043
SA,Angas Plains,0,0,3,0,11,19,0,7,0,3,17,64
SA,Angas Valley,0,0,3,6,6,17,0,0,0,3,12,46
SA,Angaston,31,32,196,138,323,569,0,201,60,146,401,2099
SA,Angle Park,36,17,126,88,157,435,3,192,86,135,297,1562
SA,Angle Vale,21,23,138,215,566,869,3,190,55,146,702,2924
SA,Annadale,0,0,0,3,4,16,0,3,0,7,3,42
SA,Antechamber Bay,0,0,5,0,0,5,0,0,0,0,0,13
SA,Apamurra,0,0,0,0,0,3,0,0,0,0,0,8
SA,Apoinga,0,0,0,0,0,10,0,0,0,5,9,29
SA,Appila,0,0,3,7,12,24,0,8,0,9,13,84
SA,Arcoona,0,0,0,0,0,3,0,0,0,3,0,8
SA,Ardrossan,5,7,50,65,184,398,0,189,20,123,123,1168
SA,Arkaroola Village,0,0,11,6,18,16,0,0,0,4,0,57
SA,Armagh,9,4,45,22,69,88,0,16,9,20,76,366
SA,Arno Bay,4,3,19,15,62,91,0,38,3,34,62,329
SA,Arthurton,0,0,8,12,19,46,0,12,7,18,29,147
SA,Ascot Park,160,47,557,238,405,915,6,201,76,211,469,3292
SA,Ashbourne (SA),3,3,22,28,57,67,0,14,6,30,52,277
SA,Ashford (SA),60,23,162,70,108,268,0,48,29,72,119,957
SA,Ashton,26,7,100,44,63,121,0,26,8,31,85,508
SA,Ashville,0,0,0,5,4,9,0,0,0,5,3,30
SA,Athelstone,319,198,1333,788,1224,2706,0,516,240,335,1492,9150
SA,Athol Park,45,19,186,111,219,591,0,171,100,144,493,2086
SA,Auburn (SA),14,17,66,49,97,189,0,44,12,94,83,665
SA,Auldana,46,13,127,50,52,168,0,36,17,30,87,621
SA,Australia Plains,0,0,0,4,6,7,0,0,3,4,5,28
SA,Avenue Range,4,0,10,9,13,34,0,4,0,6,27,113
SA,Avoca Dell,0,0,15,3,21,48,0,8,0,19,25,141
SA,Avon (SA),0,0,6,0,9,20,0,5,4,0,20,65
SA,Back Valley,3,0,17,19,22,43,0,7,3,18,25,162
SA,Bagot Well,0,4,12,3,15,21,0,6,6,3,15,82
SA,Baird Bay,0,0,0,0,0,0,0,0,0,0,0,3
SA,Bakara,0,0,0,0,0,4,0,0,0,0,5,15
SA,Bakara Well,0,0,0,0,0,0,0,0,0,0,0,4
SA,Balaklava,13,21,122,103,281,649,0,288,42,164,367,2047
SA,Bald Hills (SA),0,0,0,0,8,11,0,0,0,0,4,26
SA,Baldina,0,0,0,0,0,0,0,0,0,0,3,7
SA,Balgowan (SA),0,0,5,5,14,24,0,6,5,9,5,74
SA,Balhannah,55,35,215,141,240,427,0,93,46,95,272,1617
SA,Ballast Head,0,0,3,0,3,4,0,0,0,4,4,20
SA,Bangham,0,0,0,6,14,23,0,4,0,5,10,62
SA,Bangor (SA),0,3,5,5,6,13,0,3,0,4,7,45
SA,Banksia Park,66,76,320,287,593,873,0,161,89,212,617,3285
SA,Barabba,0,0,5,11,20,51,0,6,6,11,17,116
SA,Barinia,0,0,0,0,0,3,0,4,0,0,9,31
SA,Barmera,12,13,151,139,421,870,4,411,103,339,482,2947
SA,Barna,0,0,0,0,0,0,0,0,0,0,0,0
SA,Barndioota,0,0,0,0,0,3,0,0,0,0,4,7
SA,Baroota,0,0,4,3,4,23,0,3,0,3,11,56
SA,Barossa Goldfields,3,0,4,10,9,12,0,0,0,8,11,67
SA,Barunga Gap,0,0,3,9,0,6,0,3,0,0,3,27
SA,Basket Range,13,11,65,32,28,63,0,11,8,10,54,289
SA,Baudin Beach,0,0,3,3,13,18,0,5,0,12,8,61
SA,Bay Of Shoals,0,0,6,9,9,15,0,0,0,0,3,45
SA,Beachport,13,8,42,40,108,194,0,70,23,47,107,650
SA,Beatty,0,0,5,0,0,0,0,0,0,0,0,8
SA,Beaufort (SA),0,0,5,0,8,20,0,6,4,3,18,70
SA,Beaumont (SA),257,84,605,202,119,579,0,71,51,143,460,2575
SA,Beaumonts,0,0,0,0,0,0,0,0,0,0,0,0
SA,Bedford Park,143,24,406,106,139,628,3,50,36,102,201,1836
SA,Beetaloo Valley,0,5,11,3,16,15,0,3,0,4,14,73
SA,Belair,353,147,936,408,394,984,0,142,96,250,693,4407
SA,Belalie East,0,0,0,0,10,12,0,0,3,6,14,59
SA,Belalie North,0,0,4,3,6,30,0,0,0,14,26,87
SA,Bellevue Heights,175,84,437,265,277,631,0,142,77,162,370,2620
SA,Beltana,0,0,0,0,3,11,0,0,0,0,10,29
SA,Belton,0,0,0,0,0,0,0,0,0,3,0,7
SA,Belvidere,0,3,4,12,28,26,0,8,4,3,29,119
SA,Benbournie,0,0,0,0,0,4,0,0,0,0,0,6
SA,Berri,48,43,250,223,534,1170,4,457,123,487,752,4086
SA,Bethany,3,7,12,6,11,39,0,12,8,14,30,150
SA,Bethel,0,0,0,0,12,24,0,3,4,6,9,53
SA,Beulah Park,138,54,332,108,120,348,0,89,33,100,270,1597
SA,Beverley (SA),42,25,161,98,207,427,0,101,43,110,288,1497
SA,Bibaringa,6,7,26,18,45,76,0,16,3,30,39,262
SA,Big Bend,0,0,0,0,0,0,0,0,0,0,0,3
SA,Biggs Flat,3,0,9,12,11,29,0,4,0,0,9,80
SA,Billiatt,0,0,0,0,0,0,0,0,0,0,0,0
SA,Binnum,0,0,0,6,11,37,0,0,0,8,6,69
SA,Birchmore,0,0,0,0,11,9,0,8,0,0,13,39
SA,Birdwood (SA),12,19,113,133,230,334,0,48,37,113,259,1301
SA,Birkenhead,49,29,130,132,293,531,0,120,48,89,236,1664
SA,Black Forest,130,65,379,156,174,454,0,81,60,119,309,1930
SA,Black Hill (SA),0,0,4,0,11,18,0,3,0,5,3,40
SA,Black Point,0,0,9,0,4,18,0,5,6,5,7,48
SA,Black Rock (SA),0,0,11,3,4,8,0,0,0,5,0,35
SA,Black Springs (SA),0,0,0,0,10,17,0,8,0,7,13,55
SA,Blackfellows Caves,0,3,5,3,10,26,0,10,4,8,3,69
SA,Blackfellows Creek,0,0,0,3,3,9,0,0,0,6,7,33
SA,Blackford,0,0,8,0,9,19,0,4,0,3,11,49
SA,Blackwood (SA),283,162,802,345,454,973,0,161,100,213,688,4181
SA,Blair Athol (SA),142,42,505,254,480,1187,13,456,345,364,855,4629
SA,Blakeview,60,42,416,456,1308,2245,8,390,159,350,1805,7228
SA,Blakiston,22,7,36,31,57,105,0,13,13,20,75,384
SA,Blanche Harbor,0,0,0,3,7,0,0,0,3,7,4,24
SA,Blanchetown,0,0,7,17,53,99,0,37,4,48,41,300
SA,Bletchley,0,0,3,9,13,16,0,7,0,5,19,79
SA,Blewitt Springs,11,9,34,20,66,81,0,18,12,24,57,334
SA,Blinman,0,0,3,0,9,9,0,4,4,4,5,33
SA,Bluff Beach,0,0,5,3,0,12,0,3,0,3,0,29
SA,Blyth,0,3,25,36,85,172,0,32,14,22,128,517
SA,Boatswain Point,0,0,0,5,10,21,0,0,0,0,7,48
SA,Bockelberg,0,0,0,0,0,0,0,0,0,0,0,0
SA,Boconnoc Park,0,0,5,0,0,3,0,0,0,0,9,20
SA,Bolivar,0,5,0,11,50,80,0,50,8,55,7,271
SA,Bollards Lagoon,0,0,0,0,0,6,0,0,0,3,3,10
SA,Bolto,0,0,0,0,3,7,0,0,0,0,0,13
SA,Bon Bon,0,0,0,3,0,3,0,0,0,0,0,4
SA,Booborowie,0,7,10,9,28,85,0,24,6,14,44,217
SA,Bookpurnong,0,0,10,8,12,35,0,12,0,10,25,120
SA,Bool Lagoon,0,0,0,0,0,14,0,0,0,3,6,40
SA,Booleroo Centre,3,3,43,26,79,153,0,75,8,49,78,521
SA,Boolgun,0,0,0,0,0,8,0,0,0,4,9,19
SA,Boonerdo,0,0,0,0,0,9,0,0,0,0,7,18
SA,Boors Plain,0,0,4,4,6,18,0,9,0,7,17,64
SA,Bordertown,13,18,155,155,430,870,3,302,125,380,500,2949
SA,Bordertown South,0,0,0,0,5,17,0,3,0,3,12,44
SA,Borrika,0,0,0,0,6,13,0,5,0,3,8,41
SA,Boston,11,9,85,72,165,244,0,46,27,57,247,968
SA,Bowden,79,23,196,54,114,209,0,36,22,99,81,911
SA,Bower,0,0,4,0,10,18,0,0,0,4,8,44
SA,Bowhill,0,0,3,3,23,46,0,13,7,17,27,143
SA,Bowillia,0,0,0,0,3,15,0,7,0,0,0,30
SA,Bowmans,0,0,0,0,10,21,0,6,0,8,9,54
SA,Bradbury (SA),9,4,32,18,22,45,0,9,5,20,20,184
SA,Brady Creek,0,0,0,0,4,4,0,3,0,6,10,17
SA,Brahma Lodge,15,12,144,146,523,1065,8,343,156,253,658,3324
SA,Bramfield,0,0,0,6,3,13,0,0,0,0,0,23
SA,Bray,0,3,0,0,8,16,0,3,0,4,16,55
SA,Brenda Park,0,0,0,0,0,3,0,5,0,0,0,8
SA,Brentwood (SA),0,0,9,5,17,25,0,3,0,9,10,78
SA,Bridgewater (SA),184,125,664,329,435,743,0,87,86,144,766,3557
SA,Bright (SA),0,0,0,0,4,16,0,3,0,3,11,34
SA,Brighton (SA),193,98,582,340,418,930,0,155,102,256,498,3564
SA,Brimbago,0,0,6,6,6,16,0,0,3,0,28,71
SA,Brinkley,0,0,3,0,15,31,0,13,0,8,15,91
SA,Brinkworth,5,0,20,15,53,88,0,29,8,22,50,284
SA,Broadview,211,82,690,307,505,1056,0,231,140,239,657,4130
SA,Brompton,206,92,727,219,368,909,0,315,116,275,302,3536
SA,Brooker,0,0,10,4,12,24,0,0,0,10,14,73
SA,Brooklyn Park,244,73,695,360,602,1301,3,329,156,296,720,4786
SA,Broughton River Valley,0,0,3,0,0,0,0,0,0,3,0,7
SA,Brown Beach,0,0,0,0,0,0,0,0,0,3,0,12
SA,Brown Hill Creek,4,4,11,4,5,11,0,3,0,0,8,50
SA,Brownlow,0,0,8,0,6,12,0,0,0,11,13,55
SA,Brownlow Ki,5,3,20,14,41,74,0,19,0,25,35,240
SA,Bruce (SA),0,0,0,0,0,0,0,0,0,0,4,7
SA,Brukunga,3,4,37,30,81,118,0,26,18,50,79,433
SA,Buchanan (SA),0,0,4,0,0,18,0,0,0,0,17,46
SA,Buchfelde,3,0,12,19,24,57,0,23,4,31,26,195
SA,Buckingham (SA),0,0,5,0,0,15,0,0,4,0,9,36
SA,Buckland Park,0,0,12,11,18,44,0,15,9,30,28,177
SA,Buckleboo,0,0,0,5,9,13,0,4,0,3,13,47
SA,Bugle Hut,0,0,5,4,10,11,0,4,0,0,0,31
SA,Bugle Ranges,10,3,35,18,29,65,0,6,3,28,41,242
SA,Bull Creek (SA),5,3,11,11,16,35,0,3,4,8,26,126
SA,Bumbunga,0,0,0,3,7,4,0,0,0,0,6,30
SA,Bunbury (SA),0,0,0,0,3,5,0,0,0,0,0,6
SA,Bundaleer Gardens,0,0,0,0,0,7,0,4,0,6,0,18
SA,Bundaleer North,5,0,6,0,8,22,0,5,0,5,14,50
