Postcode,State,No motor vehicles,One motor vehicle,Two motor vehicles,Three motor vehicles,Four or more motor vehicles,Not stated,Not applicable,Total
3714,VIC,62,577,592,231,156,83,332,2039
3715,VIC,4,33,61,29,25,15,125,293
3717,VIC,42,440,561,240,156,147,327,1910
3718,VIC,4,7,17,6,6,3,10,53
3719,VIC,0,41,73,40,25,9,91,279
3720,VIC,5,88,125,59,22,14,370,682
3722,VIC,81,753,891,347,211,128,437,2849
3723,VIC,60,476,524,210,160,180,1585,3196
3725,VIC,0,46,91,47,40,22,30,282
3726,VIC,0,35,54,40,22,16,29,201
3727,VIC,0,17,42,23,32,6,11,134
3728,VIC,0,82,102,50,38,20,21,317
3730,VIC,180,1434,1504,470,275,231,1001,5087
3732,VIC,7,60,96,39,35,24,31,300
3733,VIC,0,28,39,29,7,9,23,131
3735,VIC,0,58,94,62,45,14,41,307
3737,VIC,69,561,707,297,180,97,233,2146
3738,VIC,0,17,38,13,12,9,5,92
3739,VIC,0,15,33,13,10,16,10,103
3740,VIC,5,109,188,84,52,18,69,525
3741,VIC,83,617,508,171,99,155,825,2454
3744,VIC,6,50,86,32,17,8,86,283
3746,VIC,3,30,63,20,33,10,19,182
3747,VIC,80,678,793,285,165,106,238,2348
3749,VIC,19,200,334,136,84,46,88,912
3750,VIC,137,2100,3686,870,354,333,498,7989
3751,VIC,0,9,17,7,7,6,10,67
3752,VIC,201,2278,3459,1223,797,268,277,8500
3753,VIC,13,257,691,268,149,72,71,1534
3754,VIC,287,4816,7872,2138,1031,528,690,17373
3755,VIC,0,10,34,19,20,10,11,101
3756,VIC,89,1280,2243,920,588,274,294,5686
3757,VIC,82,782,1218,612,518,228,247,3696
3758,VIC,9,109,273,168,132,81,36,804
3759,VIC,3,52,126,80,85,16,23,385
3760,VIC,0,15,34,38,23,7,8,126
3761,VIC,5,69,138,92,94,28,43,461
3762,VIC,0,11,10,12,13,4,12,61
3763,VIC,9,153,241,136,74,49,72,722
3764,VIC,107,1220,1392,631,433,260,283,4334
3765,VIC,72,518,996,419,300,68,126,2503
3766,VIC,7,121,217,80,31,17,70,544
3767,VIC,10,136,224,60,41,13,58,536
3770,VIC,15,210,409,249,223,52,59,1217
3775,VIC,20,305,620,255,228,73,143,1646
3777,VIC,123,1305,1586,641,472,212,429,4762
3778,VIC,0,16,27,16,21,4,25,111
3779,VIC,3,99,83,22,16,15,129,372
3781,VIC,22,316,639,288,229,138,97,1722
3782,VIC,40,554,1170,550,428,98,147,2976
3783,VIC,13,145,332,160,146,95,62,946
3785,VIC,0,4,19,4,0,0,3,30
3786,VIC,7,116,259,90,58,20,46,592
3787,VIC,3,100,152,62,33,15,40,409
3788,VIC,10,178,318,80,68,39,102,790
3789,VIC,5,29,52,14,11,4,17,129
3791,VIC,8,151,245,83,63,22,39,606
3792,VIC,6,85,178,70,28,9,17,400
3793,VIC,34,343,541,216,158,50,75,1420
3795,VIC,11,78,125,83,115,19,32,464
3796,VIC,71,790,1445,585,474,83,131,3575
3797,VIC,58,406,475,226,175,123,128,1594
3799,VIC,85,863,829,334,194,252,454,3013
3802,VIC,278,2115,3531,1313,722,390,324,8670
3803,VIC,160,1207,1336,508,290,235,143,3875
3804,VIC,23,241,848,574,652,100,90,2537
3805,VIC,504,4490,7688,3147,1914,827,618,19181
3806,VIC,485,4795,7513,2532,1499,650,854,18337
3807,VIC,74,574,1025,492,350,89,96,2692
3808,VIC,0,90,394,203,229,61,53,1037
3809,VIC,84,2093,3187,809,387,228,231,7022
3810,VIC,669,6511,7748,2421,1363,975,987,20674
3812,VIC,13,131,269,189,174,76,58,899
3813,VIC,7,50,110,69,69,29,29,363
3814,VIC,7,197,372,160,125,68,65,996
3815,VIC,26,251,473,227,218,78,105,1382
3816,VIC,22,340,435,176,139,120,98,1340
3818,VIC,184,2076,2581,948,599,329,479,7202
3820,VIC,362,2585,3008,981,594,348,520,8404
3821,VIC,3,157,389,289,210,77,121,1251
3822,VIC,7,39,132,74,78,25,21,375
3823,VIC,20,247,354,130,86,42,70,953
3824,VIC,61,629,848,312,202,105,195,2345
3825,VIC,790,3229,2731,1144,706,754,1061,10413
3831,VIC,6,180,282,130,103,79,90,875
3832,VIC,0,36,38,22,14,5,21,135
3833,VIC,3,51,46,24,12,24,106,261
3835,VIC,6,37,69,43,27,11,22,221
3840,VIC,612,2669,2210,740,485,714,738,8168
3842,VIC,94,736,724,229,115,139,161,2208
3844,VIC,654,4241,4671,1623,889,674,1072,13833
3847,VIC,20,224,320,149,120,117,69,1024
3850,VIC,438,2472,2311,648,330,329,693,7215
3851,VIC,54,696,842,362,276,162,2196,4589
3852,VIC,0,0,5,0,0,4,0,11
3854,VIC,4,95,199,113,99,30,31,564
3856,VIC,9,64,135,99,68,28,52,448
3857,VIC,9,21,41,40,30,17,19,169
3858,VIC,39,338,410,195,161,137,228,1503
3859,VIC,7,68,123,61,69,32,54,421
3860,VIC,111,892,1128,497,269,193,512,3608
3862,VIC,22,346,575,241,171,101,139,1601
3864,VIC,0,16,35,23,20,11,12,111
3865,VIC,4,58,72,33,21,20,18,221
3869,VIC,15,155,271,113,97,32,58,745
3870,VIC,11,143,196,101,59,54,83,648
3871,VIC,30,362,441,172,137,99,142,1380
3873,VIC,3,30,41,28,19,12,7,141
3874,VIC,6,70,117,46,28,25,187,482
3875,VIC,421,2650,2940,1125,669,514,875,9198
3878,VIC,5,172,256,71,52,13,143,706
3880,VIC,69,800,804,220,95,72,737,2799
3882,VIC,9,94,217,90,80,17,60,569
3885,VIC,18,178,306,135,103,51,164,961
3886,VIC,0,34,66,25,24,15,22,184
3887,VIC,3,31,40,18,12,13,39,159
3888,VIC,79,586,537,199,109,160,398,2068
3889,VIC,0,41,28,12,3,11,65,160
3890,VIC,9,58,45,27,7,18,69,234
3891,VIC,3,19,9,14,4,10,19,73
3892,VIC,21,222,185,71,23,52,237,816
3893,VIC,0,0,5,4,3,0,9,18
3895,VIC,0,27,37,21,9,9,49,146
3896,VIC,3,42,47,28,25,13,93,254
3898,VIC,8,105,93,54,27,93,242,619
3900,VIC,5,23,18,19,13,20,21,107
3902,VIC,4,56,69,23,19,15,24,216
3903,VIC,16,105,142,50,24,22,33,395
3904,VIC,11,277,386,119,49,37,330,1216
3909,VIC,186,1394,1275,432,214,403,1134,5031
3910,VIC,217,2491,3582,1308,884,294,310,9084
3911,VIC,41,360,463,236,200,51,52,1402
3912,VIC,151,1420,2251,942,791,218,254,6027
3913,VIC,21,292,518,215,189,34,63,1331
3915,VIC,286,1769,1480,450,261,314,283,4838
3916,VIC,7,128,202,68,38,28,344,810
3918,VIC,33,482,615,284,201,54,94,1750
3919,VIC,32,413,524,194,116,69,66,1402
3920,VIC,0,40,53,17,0,9,4,109
3921,VIC,5,32,12,4,7,8,71,134
3922,VIC,199,1891,1607,432,191,276,5200,9794
3923,VIC,9,111,149,52,24,23,241,605
3925,VIC,39,649,754,235,98,169,1288,3230
3926,VIC,18,344,589,202,133,69,551,1903
3927,VIC,10,238,324,114,52,59,456,1254
3928,VIC,0,38,74,42,30,15,91,292
3929,VIC,3,148,231,72,36,58,469,1021
3930,VIC,127,1399,2985,1075,679,186,437,6887
3931,VIC,565,4148,4107,1077,565,388,1111,11954
3933,VIC,6,53,114,78,97,15,23,387
3934,VIC,152,2004,3281,1025,585,255,1193,8496
3936,VIC,198,1961,2314,649,334,335,3116,8905
3937,VIC,6,139,273,117,80,51,242,903
3938,VIC,24,415,623,200,97,70,702,2137
3939,VIC,340,2603,2437,743,397,497,2597,9606
3940,VIC,194,1210,686,166,66,164,1283,3768
3941,VIC,174,2000,2407,631,304,453,6094,12061
3942,VIC,26,452,604,152,53,103,2149,3534
3943,VIC,22,382,407,121,37,91,2044,3102
3944,VIC,9,159,186,52,29,42,982,1456
3945,VIC,5,88,168,79,62,25,80,508
3946,VIC,0,31,51,25,14,7,25,148
3950,VIC,99,696,761,285,186,114,244,2385
3951,VIC,9,66,145,76,72,19,87,466
3953,VIC,150,1074,1203,503,293,180,346,3748
3954,VIC,0,27,64,28,23,11,20,171
3956,VIC,21,487,516,176,119,99,1718,3136
3957,VIC,0,22,51,18,14,3,19,133
3958,VIC,0,25,35,21,22,10,38,153
3959,VIC,0,193,217,76,46,39,759,1333
3960,VIC,50,493,399,158,98,101,315,1615
3962,VIC,11,157,146,54,33,38,129,577
3964,VIC,0,19,36,16,4,8,27,108
3965,VIC,0,47,45,8,5,7,131,246
3966,VIC,0,62,83,46,25,16,72,304
3967,VIC,0,10,21,5,12,4,15,66
3971,VIC,85,584,672,255,161,145,499,2406
3975,VIC,105,1147,2379,821,429,214,143,5230
3976,VIC,345,2395,3172,1236,642,558,288,8639
3977,VIC,1016,10242,16416,5544,2893,1852,1509,39481
3978,VIC,137,3274,6936,1810,724,533,426,13840
3979,VIC,0,22,47,27,20,10,25,159
3980,VIC,21,225,513,265,180,75,91,1372
3981,VIC,57,431,734,344,269,109,140,2079
3984,VIC,68,907,1174,468,274,236,889,4016
3987,VIC,3,76,183,116,125,51,34,595
3988,VIC,3,97,134,93,74,30,61,489
3990,VIC,0,5,15,12,8,4,13,56
3991,VIC,9,33,53,28,21,20,44,211
3992,VIC,4,145,210,85,42,48,72,608
3995,VIC,342,1978,1713,558,303,309,1325,6525
3996,VIC,74,1075,1235,290,123,115,1849,4754
4000,QLD,3108,4383,1152,190,83,736,2482,12132
4005,QLD,1097,4572,2136,417,156,544,1192,10116
4006,QLD,2894,7269,2101,257,104,1077,2066,15768
4007,QLD,556,3265,2216,508,273,378,1119,8322
4008,QLD,17,49,33,14,11,13,15,155
4009,QLD,0,4,0,0,0,0,0,9
4010,QLD,185,873,470,103,44,101,283,2064
4011,QLD,473,2952,2230,537,284,194,571,7243
4012,QLD,985,4392,3414,817,338,364,788,11093
4013,QLD,193,825,634,195,96,96,158,2192
4014,QLD,239,1548,2024,631,246,135,220,5047
4017,QLD,717,4584,5594,1751,971,584,755,14954
4018,QLD,414,2695,1842,399,164,196,241,5949
4019,QLD,773,3665,2927,915,461,556,676,9977
4020,QLD,922,4636,3704,1108,572,574,1120,12635
4021,QLD,334,1404,1226,457,209,216,185,4042
4022,QLD,183,1218,930,318,144,104,120,3023
4025,QLD,16,29,29,5,7,35,232,361
4030,QLD,772,3571,2527,589,264,372,701,8799
4031,QLD,422,2403,2159,545,256,204,387,6376
4032,QLD,1013,3708,2312,517,249,362,548,8704
4034,QLD,1367,6794,6701,1866,947,709,903,19287
4035,QLD,257,2350,4240,1538,926,182,387,9877
4036,QLD,73,774,1099,334,168,83,102,2629
4037,QLD,12,418,1195,517,328,31,52,2555
4051,QLD,883,4471,4116,1142,520,346,868,12341
4053,QLD,1012,6455,7527,2068,938,589,1071,19667
4054,QLD,338,1876,2149,636,281,122,259,5656
4055,QLD,136,2023,3550,1122,615,130,235,7806
4059,QLD,745,2607,1525,373,200,206,544,6195
4060,QLD,238,1667,1833,620,289,124,290,5053
4061,QLD,142,1853,2694,838,370,101,235,6234
4064,QLD,481,2222,1594,431,248,185,506,5668
4065,QLD,123,1169,1531,434,197,87,230,3775
4066,QLD,910,3919,2300,535,248,284,973,9167
4067,QLD,518,1948,1112,261,110,200,515,4660
4068,QLD,898,4547,3325,857,361,273,840,11099
4069,QLD,290,2983,5507,1826,1042,186,534,12364
4070,QLD,56,1099,1850,642,344,75,139,4205
4073,QLD,88,886,1510,459,176,50,190,3358
4074,QLD,190,2565,3841,1208,579,164,344,8892
4075,QLD,596,3633,3708,974,463,268,576,10212
4076,QLD,132,674,623,202,89,112,138,1975
4077,QLD,1125,4447,3993,1344,578,869,701,13060
4078,QLD,336,3089,3646,1194,573,325,372,9526
4101,QLD,2580,8390,3021,565,267,1060,2671,18560
4102,QLD,715,2153,1000,252,135,311,539,5114
4103,QLD,706,2937,1865,499,244,229,432,6908
4104,QLD,300,1285,962,263,151,113,248,3321
4105,QLD,457,2391,2078,497,229,227,429,6301
4106,QLD,51,287,197,59,49,58,53,754
4107,QLD,128,872,995,286,129,75,136,2622
4108,QLD,227,914,770,225,135,122,173,2563
4109,QLD,826,4132,4408,1691,882,640,948,13527
4110,QLD,279,1706,2301,683,308,308,288,5876
4111,QLD,20,125,133,35,21,11,23,363
4112,QLD,41,672,1193,412,214,100,86,2726
4113,QLD,470,3617,3954,1223,622,423,545,10847
4114,QLD,1257,3834,2620,986,482,1307,825,11307
4115,QLD,185,1889,2951,991,452,201,328,6998
4116,QLD,202,2594,3845,1248,595,301,394,9183
4117,QLD,15,216,376,143,40,62,34,889
4118,QLD,329,2860,4247,1679,990,547,411,11065
4119,QLD,51,603,982,296,200,102,125,2353
4120,QLD,493,2163,1429,341,135,190,405,5155
4121,QLD,555,3202,3916,1079,516,264,536,10058
4122,QLD,1236,6171,6523,1879,911,657,987,18370
4123,QLD,194,2187,3521,1133,579,221,501,8332
4124,QLD,146,1594,2787,1422,1202,337,358,7847
4125,QLD,148,1317,1611,646,554,362,258,4893
4127,QLD,478,3322,3609,1278,711,560,540,10494
4128,QLD,124,1461,2476,1028,614,247,229,6176
4129,QLD,50,599,955,372,236,110,142,2466
4130,QLD,36,679,1233,543,497,73,131,3198
4131,QLD,302,1411,1298,467,220,447,237,4390
4132,QLD,374,2644,2858,1166,587,806,467,8889
4133,QLD,441,2520,2635,934,680,699,461,8363
4151,QLD,682,3461,2522,649,304,265,613,8504
4152,QLD,897,6146,7256,2087,1056,520,833,18803
4153,QLD,29,367,695,237,174,48,55,1596
4154,QLD,31,759,1823,579,349,68,108,3727
4155,QLD,3,65,144,110,115,12,24,482
4156,QLD,11,173,471,217,166,23,34,1091
4157,QLD,352,2192,2788,1095,796,277,289,7793
4158,QLD,74,690,585,179,85,62,54,1728
4159,QLD,197,1582,2210,803,522,143,223,5672
4160,QLD,214,2052,2884,1050,617,143,332,7287
4161,QLD,214,1701,2406,967,527,195,264,6279
4163,QLD,527,2575,2250,769,427,245,487,7270
4164,QLD,135,1503,2960,1114,654,175,237,6783
4165,QLD,474,3745,5860,2383,1335,416,708,14920
4169,QLD,901,3667,2013,462,205,504,1356,9101
4170,QLD,599,4346,4215,1054,511,455,788,11974
4171,QLD,303,2604,2561,670,338,224,519,7217
4172,QLD,101,691,752,220,99,76,85,2026
4173,QLD,101,1200,1307,402,205,104,156,3475
4174,QLD,25,334,453,136,67,38,34,1080
4178,QLD,774,3786,3836,1213,599,414,602,11229
4179,QLD,398,2515,3102,967,472,228,403,8087
4183,QLD,74,455,313,106,51,112,866,1978
4184,QLD,453,2156,1132,266,94,359,1038,5500
4205,QLD,237,1166,713,215,102,227,176,2834
4207,QLD,1227,8088,8725,3252,2040,1950,1328,26605
4208,QLD,105,1762,3501,1383,863,343,278,8234
4209,QLD,362,6551,10630,3538,1696,1503,1017,25300
4210,QLD,110,1653,3202,1343,918,271,318,7806
4211,QLD,757,6753,8986,3432,2053,1051,1101,24144
4212,QLD,315,3629,5062,1913,1056,586,1065,13636
4213,QLD,182,2152,4303,1880,1319,451,416,10706
4214,QLD,499,4172,5386,2028,1132,691,682,14591
4215,QLD,2633,12088,6588,1536,628,1982,2506,27961
4216,QLD,908,7529,6035,1610,760,1096,1839,19775
4217,QLD,1833,9053,5711,1406,747,2174,7160,28086
4218,QLD,930,6048,5184,1437,761,1249,3959,19570
4220,QLD,714,4925,5060,1390,714,850,1896,15546
4221,QLD,546,3900,4498,1406,764,604,1392,13122
4223,QLD,215,1773,2213,808,462,238,534,6244
4224,QLD,123,1011,1074,328,150,181,401,3269
4225,QLD,340,2008,1243,248,136,303,1547,5828
4226,QLD,505,4863,5636,1707,789,585,722,14814
4227,QLD,287,3157,3554,1024,470,395,395,9291
4228,QLD,17,256,650,354,322,83,65,1749
4270,QLD,11,192,518,319,298,77,70,1482
4272,QLD,63,1018,1213,486,251,152,347,3526
4275,QLD,12,247,545,242,212,86,187,1530
4280,QLD,51,1126,2449,1324,1251,405,274,6891
4285,QLD,262,2162,2713,1348,1001,479,792,8764
4287,QLD,9,109,104,53,32,20,77,399
4300,QLD,725,6864,9840,3038,1406,1133,1494,24493
4301,QLD,483,4046,4526,1496,715,786,733,12785
4303,QLD,143,638,401,146,67,187,108,1691
4304,QLD,689,2759,2264,774,382,452,561,7889
4305,QLD,1706,8934,8540,3045,1561,1395,1766,26953
4306,QLD,176,3276,6203,2623,1925,561,824,15591
4307,QLD,5,101,202,109,118,38,30,607
4309,QLD,21,333,484,216,171,114,166,1499
4310,QLD,74,708,896,372,268,142,305,2769
4311,QLD,96,967,1385,696,468,233,382,4237
4312,QLD,35,419,378,173,109,75,279,1468
4313,QLD,33,334,336,159,84,57,174,1172
4314,QLD,46,549,491,208,91,143,391,1911
4340,QLD,106,607,727,352,280,227,214,2515
4341,QLD,138,1509,2163,1014,691,421,463,6394
4342,QLD,19,217,368,169,160,72,75,1080
4343,QLD,194,1314,1411,668,478,284,385,4730
4344,QLD,15,220,346,177,139,103,90,1095
4346,QLD,4,103,150,60,56,26,35,428
4347,QLD,9,111,200,84,74,14,43,532
4350,QLD,3101,17923,16051,4876,2471,2136,4012,50570
4352,QLD,103,2058,4601,2135,1445,404,770,11515
4353,QLD,0,25,49,24,17,18,15,153
4354,QLD,8,129,192,74,54,31,42,530
4355,QLD,51,423,408,139,80,115,135,1356
4356,QLD,55,477,673,314,242,179,189,2125
4357,QLD,31,295,360,144,111,130,204,1280
4358,QLD,11,272,435,188,129,86,113,1230
4359,QLD,5,107,211,92,60,40,54,573
4360,QLD,0,70,76,26,32,30,20,255
4361,QLD,21,328,389,167,119,75,97,1194
4362,QLD,28,300,373,182,116,79,151,1224
4363,QLD,4,45,73,50,28,28,18,243
4364,QLD,0,19,17,15,11,13,8,80
4365,QLD,3,62,89,43,23,39,88,349
4370,QLD,429,2694,2639,959,639,548,905,8818
4371,QLD,3,81,107,53,33,14,39,329
4372,QLD,5,20,25,10,10,3,11,74
4373,QLD,13,158,145,63,26,36,82,518
4374,QLD,0,50,52,40,18,12,39,221
4376,QLD,7,40,36,26,16,18,22,173
4378,QLD,0,49,77,38,27,10,27,236
4381,QLD,3,93,98,33,24,44,54,341
4382,QLD,3,57,86,22,28,14,53,269
4384,QLD,0,3,5,10,0,0,0,25
4387,QLD,31,192,187,84,46,58,94,698
4388,QLD,8,54,51,15,17,5,16,166
4390,QLD,99,800,929,369,226,252,305,2980
4400,QLD,10,169,308,157,85,35,41,802
4401,QLD,87,702,744,309,205,132,217,2396
4402,QLD,0,34,42,19,13,23,21,161
4403,QLD,5,71,103,59,49,38,55,364
4404,QLD,3,32,56,48,27,16,30,219
4405,QLD,286,1792,1921,760,441,346,705,6251
4406,QLD,9,134,206,125,115,68,150,808
4407,QLD,7,55,77,35,23,25,20,231
4408,QLD,8,79,78,41,19,16,44,281
4410,QLD,19,153,145,83,50,57,111,616
4411,QLD,0,26,27,28,17,11,41,155
4412,QLD,0,19,27,12,22,11,23,110
4413,QLD,131,1033,1121,475,268,364,598,3997
4415,QLD,39,355,285,104,72,143,271,1265
4416,QLD,3,43,69,38,14,14,84,262
4417,QLD,14,105,99,42,30,33,61,371
4418,QLD,0,10,7,3,9,0,11,48
4419,QLD,34,117,117,74,51,51,181,620
4420,QLD,16,121,146,84,65,52,170,651
4421,QLD,37,332,288,119,55,95,344,1275
4422,QLD,7,39,53,37,25,32,42,240
4423,QLD,0,20,27,14,9,10,25,102
4424,QLD,0,17,34,17,15,6,41,127
4425,QLD,7,16,22,13,11,3,18,86
4426,QLD,4,15,23,4,8,15,18,90
4427,QLD,9,35,43,20,9,25,11,151
4428,QLD,11,63,94,40,31,20,54,307
4454,QLD,8,97,82,42,40,40,99,410
4455,QLD,176,1131,1139,476,279,313,727,4243
4461,QLD,0,3,10,0,3,0,4,20
4462,QLD,0,14,17,7,5,9,9,67
4465,QLD,36,173,179,78,47,65,130,702
4467,QLD,3,11,16,11,17,9,10,78
4468,QLD,7,39,31,17,23,10,29,151
4470,QLD,90,580,417,161,84,196,322,1845
4472,QLD,29,263,202,79,57,38,214,879
4474,QLD,0,9,5,5,5,5,3,35
4477,QLD,11,77,72,38,26,29,29,274
4478,QLD,14,67,73,34,21,21,28,271
4479,QLD,0,0,4,0,7,0,0,8
4480,QLD,9,138,115,40,24,22,125,471
4481,QLD,0,44,25,5,8,10,30,118
4482,QLD,0,35,24,0,3,13,38,115
4486,QLD,10,101,92,45,36,28,88,406
4487,QLD,71,432,429,169,127,109,212,1551
4488,QLD,3,37,44,16,20,15,56,188
4489,QLD,0,15,11,4,10,0,33,66
4490,QLD,91,317,222,59,54,60,219,1014
4491,QLD,5,20,15,6,7,12,34,94
4492,QLD,12,86,42,15,16,9,35,218
4493,QLD,0,5,6,0,0,0,4,9
4494,QLD,3,8,18,11,0,13,32,86
4496,QLD,0,22,27,18,10,10,21,108
4497,QLD,3,31,50,18,19,9,32,165
4498,QLD,3,15,20,13,11,8,19,82
4500,QLD,537,4690,6553,2402,1455,523,603,16763
4501,QLD,203,944,789,220,134,122,119,2538
4502,QLD,122,983,1339,462,229,100,161,3397
4503,QLD,697,6761,7653,2388,1156,868,922,20451
4504,QLD,85,1512,2889,1205,716,210,231,6856
4505,QLD,328,2747,3287,1441,1192,439,366,9805
4506,QLD,345,3060,3136,1203,870,523,553,9691
4507,QLD,660,4609,3100,814,389,446,1326,11352
4508,QLD,460,2788,2371,863,539,464,388,7873
4509,QLD,375,4150,5586,1600,627,410,569,13325
4510,QLD,1246,7245,6852,2618,1664,1377,1484,22486
4511,QLD,85,1539,1458,512,330,149,223,4295
4512,QLD,11,158,418,270,249,72,62,1246
4514,QLD,47,600,940,475,413,160,222,2863
4515,QLD,43,459,582,270,189,218,206,1961
4516,QLD,12,187,474,325,293,54,59,1405
4517,QLD,10,132,120,52,40,27,24,404
4518,QLD,25,494,780,341,251,98,122,2118
4519,QLD,80,936,1305,582,389,211,208,3706
4520,QLD,36,688,1904,980,819,158,218,4802
4521,QLD,22,344,762,353,291,112,153,2032
4550,QLD,49,490,742,281,214,84,101,1955
4551,QLD,1260,10243,10199,3065,1536,1212,3667,31183
4552,QLD,103,1344,1381,499,312,232,564,4442
4553,QLD,30,758,1567,650,425,190,202,3826
4554,QLD,7,119,232,142,114,54,56,727
4555,QLD,78,742,1070,440,350,116,142,2929
4556,QLD,762,5961,6883,2281,1273,746,1023,18932
4557,QLD,327,2858,3088,945,471,341,1082,9113
4558,QLD,741,4899,3236,870,431,786,1466,12422
4559,QLD,75,691,1007,470,343,126,119,2829
4560,QLD,622,4695,5410,1897,1093,722,839,15272
4561,QLD,55,648,1247,529,440,156,143,3215
4562,QLD,29,573,1282,617,446,155,273,3383
4563,QLD,93,1077,1456,603,422,196,292,4148
4564,QLD,132,1885,1886,556,251,258,599,5562
4565,QLD,294,2136,2169,815,481,360,706,6963
4566,QLD,225,1760,1403,381,200,168,1076,5203
4567,QLD,147,2011,2038,576,212,264,2144,7389
4568,QLD,22,374,562,235,173,82,128,1575
4569,QLD,7,199,268,99,68,52,66,753
4570,QLD,728,5763,6643,2632,1688,1226,1789,20466
4571,QLD,7,95,144,60,32,34,52,433
4572,QLD,98,824,663,198,100,156,487,2522
4573,QLD,276,4306,5115,1437,650,549,1680,14010
4574,QLD,13,168,232,75,75,41,78,682
4575,QLD,415,4094,4149,1283,703,571,1146,12357
4580,QLD,122,1118,877,257,91,167,406,3035
4581,QLD,58,412,267,73,30,120,466,1420
4600,QLD,3,147,150,67,36,33,59,485
4601,QLD,21,175,153,83,46,56,78,604
4605,QLD,197,608,523,193,127,186,244,2075
4606,QLD,51,375,333,142,88,92,139,1204
4608,QLD,0,131,128,63,39,32,84,477
4610,QLD,318,1993,2039,870,490,455,746,6906
4611,QLD,0,10,19,6,8,6,12,65
4612,QLD,0,39,31,10,9,17,38,144
4613,QLD,12,140,130,52,23,51,105,515
4614,QLD,26,224,167,58,32,59,85,651
4615,QLD,123,1058,1059,415,230,352,448,3678
4620,QLD,8,40,84,21,22,40,36,248
4621,QLD,33,289,251,114,75,77,108,946
4625,QLD,49,343,355,138,110,157,247,1401
4626,QLD,74,248,274,105,78,94,199,1069
4627,QLD,25,107,93,56,50,47,77,450
4630,QLD,37,380,329,152,105,106,215,1317
4650,QLD,989,5085,4697,1759,1069,938,1630,16163
4655,QLD,1531,11523,9458,3017,1591,1483,2698,31305
4659,QLD,74,1021,907,282,151,161,371,2961
4660,QLD,114,1258,1318,465,240,444,772,4610
4662,QLD,9,84,107,45,33,34,28,339
4670,QLD,2088,12996,11720,4159,2310,1876,3096,38242
4671,QLD,61,840,933,355,246,304,525,3262
4673,QLD,7,101,103,49,32,29,26,341
4674,QLD,9,268,251,101,59,94,161,949
4676,QLD,0,25,25,7,5,13,21,101
4677,QLD,74,811,715,221,106,257,738,2923
4678,QLD,11,94,139,51,36,14,264,604
4680,QLD,970,6960,7972,2983,1498,1345,2898,24632
4694,QLD,3,9,16,5,4,4,3,54
4695,QLD,15,106,130,76,55,65,65,510
4697,QLD,3,11,17,7,8,9,12,71
4699,QLD,3,46,50,32,22,14,27,202
4700,QLD,629,2788,2227,728,320,487,1148,8318
4701,QLD,1118,5926,5959,2062,1078,1033,1564,18747
4702,QLD,314,3146,3996,1721,1226,955,1845,13198
4703,QLD,425,3256,3650,1357,752,818,1402,11657
4704,QLD,0,22,24,10,10,0,8,73
4705,QLD,11,50,56,24,33,80,40,286
4706,QLD,0,13,12,9,7,3,14,61
4707,QLD,8,56,35,16,14,22,65,214
4709,QLD,10,98,97,42,12,26,212,496
4710,QLD,43,794,816,268,112,144,377,2555
4711,QLD,0,96,200,144,141,27,28,630
4712,QLD,3,45,37,17,5,10,49,175
4713,QLD,128,106,28,16,3,15,21,312
4714,QLD,108,511,335,135,66,188,342,1684
4715,QLD,147,756,941,372,261,405,435,3324
4716,QLD,4,71,121,70,52,19,54,397
4717,QLD,87,551,610,243,101,196,715,2504
4718,QLD,40,335,336,127,89,181,274,1376
4719,QLD,27,143,146,67,58,61,113,616
4720,QLD,195,1713,2021,792,454,479,1005,6667
4721,QLD,43,530,530,198,170,178,441,2096
4722,QLD,12,138,186,117,81,76,114,723
4723,QLD,19,165,185,99,79,104,154,796
4724,QLD,6,63,65,30,45,35,56,297
4725,QLD,39,343,217,94,47,77,159,972
4726,QLD,17,83,63,24,16,9,93,300
4727,QLD,10,66,36,14,19,34,33,211
4728,QLD,7,45,32,14,17,9,64,192
4730,QLD,98,584,422,153,112,187,263,1819
4731,QLD,4,67,47,10,16,10,33,183
4732,QLD,0,53,30,9,10,22,15,137
4733,QLD,3,25,12,9,23,26,19,110
4735,QLD,38,274,150,51,38,99,118,762
4736,QLD,3,28,17,3,14,25,17,105
4737,QLD,86,885,1136,481,305,301,486,3685
4738,QLD,5,152,154,96,55,54,103,627
4739,QLD,0,64,68,26,10,14,42,222
4740,QLD,1579,10531,12009,4434,2351,2574,3373,36853
4741,QLD,59,633,996,476,326,309,562,3362
4742,QLD,11,111,114,46,47,98,96,515
4743,QLD,10,112,69,18,9,47,187,447
4744,QLD,72,816,1179,481,248,211,1128,4131
4745,QLD,31,319,361,130,73,141,551,1608
4746,QLD,18,226,204,63,39,60,355,973
4750,QLD,38,594,916,369,138,141,205,2402
4751,QLD,27,383,638,315,193,144,129,1830
4753,QLD,17,308,676,275,164,79,103,1623
4754,QLD,9,176,311,142,88,138,48,907
4756,QLD,7,94,87,38,23,62,45,356
4757,QLD,5,53,37,21,13,28,77,231
4798,QLD,6,78,91,37,30,60,89,382
4799,QLD,10,146,148,63,36,32,171,607
4800,QLD,142,1257,1411,600,343,332,714,4802
4802,QLD,486,2149,1626,425,211,461,887,6243
4804,QLD,52,336,258,88,54,95,409,1281
4805,QLD,274,1848,1693,566,293,513,684,5872
4806,QLD,44,536,588,215,143,120,264,1905
